Days,Corr,K_best,Reg,Features,Mean absolute error
0,0.0,80,"RandomForestRegressor(bootstrap=True, criterion='mse', max_depth=None,
           max_features='auto', max_leaf_nodes=None,
           min_impurity_decrease=0.0, min_impurity_split=None,
           min_samples_leaf=1, min_samples_split=2,
           min_weight_fraction_leaf=0.0, n_estimators=10, n_jobs=None,
           oob_score=False, random_state=None, verbose=0, warm_start=False)","[['TDmax_348', 'TD_16', 'TD_348', 'TDmin_210', 'TDmin_348', 'TDmax_16', 'TDmin_2', 'TD_210', 'TD_2', 'TDmax_210', 'TDmin_202', 'TDmax_2', 'TD_202', 'TDmax_202', 'TDmin_207', 'TD_207', 'TDmax_207', 'TDmin_112', 'TD_112', 'TDmax_112', 'TDmin_218', 'TD_218', 'TDmin_206', 'TDmax_218', 'TDmin_186', 'TD_206', 'TD_186', 'TDmin_98', 'TDmax_206', 'TD_98', 'TDmax_186', 'TDmax_98', 'TDmin_11', 'TD_11', 'TDmax_29', 'TD_29', 'TDmin_10', 'TDmin_29', 'TDmax_11', 'TD_10', 'TDmax_10', 'TDmin_353', 'TD_353', 'TDmax_353', 'TDmin_13', 'TD_13', 'TDmax_13', 'TDmin_355', 'TD_355', 'TDmax_355', 'TDmax_65', 'TD_65', 'TDmin_65', 'TDmin_349', 'TDmin_211', 'TD_349', 'TD_211', 'TDmax_349', 'TDmax_211', 'TDmax_271', 'TD_271', 'TDmin_271', 'TDmax_228', 'TDmin_228', 'TD_228', 'TDmin_59', 'TD_59', 'TDmax_59', 'TDmin_33', 'TDmin_64', 'TD_64', 'TDmax_64', 'TD_33', 'TDmax_33', 'TDmin_232', 'TD_232', 'TDmax_232', 'TDmax_36', 'TD_36', 'TDmin_36']]",1.2844382463692487
0,0.0,100,"Ridge(alpha=1.0, copy_X=True, fit_intercept=True, max_iter=None,
   normalize=False, random_state=None, solver='auto', tol=0.001)","[['TDmin_227', 'TDmin_350', 'TD_350', 'TDmax_350', 'TDmin_224', 'TDmax_28', 'TDmin_236', 'TD_28', 'TD_224', 'TDmin_58', 'TDmin_28', 'TDmax_224', 'TD_236', 'TD_58', 'TDmax_236', 'TDmax_58', 'TDmin_8', 'TD_8', 'TDmax_8', 'TDmin_16', 'TDmax_348', 'TD_16', 'TD_348', 'TDmin_210', 'TDmin_348', 'TDmax_16', 'TDmin_2', 'TD_210', 'TD_2', 'TDmax_210', 'TDmin_202', 'TDmax_2', 'TD_202', 'TDmax_202', 'TDmin_207', 'TD_207', 'TDmax_207', 'TDmin_112', 'TD_112', 'TDmax_112', 'TDmin_218', 'TD_218', 'TDmin_206', 'TDmax_218', 'TDmin_186', 'TD_206', 'TD_186', 'TDmin_98', 'TDmax_206', 'TD_98', 'TDmax_186', 'TDmax_98', 'TDmin_11', 'TD_11', 'TDmax_29', 'TD_29', 'TDmin_10', 'TDmin_29', 'TDmax_11', 'TD_10', 'TDmax_10', 'TDmin_353', 'TD_353', 'TDmax_353', 'TDmin_13', 'TD_13', 'TDmax_13', 'TDmin_355', 'TD_355', 'TDmax_355', 'TDmax_65', 'TD_65', 'TDmin_65', 'TDmin_349', 'TDmin_211', 'TD_349', 'TD_211', 'TDmax_349', 'TDmax_211', 'TDmax_271', 'TD_271', 'TDmin_271', 'TDmax_228', 'TDmin_228', 'TD_228', 'TDmin_59', 'TD_59', 'TDmax_59', 'TDmin_33', 'TDmin_64', 'TD_64', 'TDmax_64', 'TD_33', 'TDmax_33', 'TDmin_232', 'TD_232', 'TDmax_232', 'TDmax_36', 'TD_36', 'TDmin_36']]",1.1647547873486066
0,0.0,100,"Lasso(alpha=1.0, copy_X=True, fit_intercept=True, max_iter=1000,
   normalize=False, positive=False, precompute=False, random_state=None,
   selection='cyclic', tol=0.0001, warm_start=False)","[['TDmin_227', 'TDmin_350', 'TD_350', 'TDmax_350', 'TDmin_224', 'TDmax_28', 'TDmin_236', 'TD_28', 'TD_224', 'TDmin_58', 'TDmin_28', 'TDmax_224', 'TD_236', 'TD_58', 'TDmax_236', 'TDmax_58', 'TDmin_8', 'TD_8', 'TDmax_8', 'TDmin_16', 'TDmax_348', 'TD_16', 'TD_348', 'TDmin_210', 'TDmin_348', 'TDmax_16', 'TDmin_2', 'TD_210', 'TD_2', 'TDmax_210', 'TDmin_202', 'TDmax_2', 'TD_202', 'TDmax_202', 'TDmin_207', 'TD_207', 'TDmax_207', 'TDmin_112', 'TD_112', 'TDmax_112', 'TDmin_218', 'TD_218', 'TDmin_206', 'TDmax_218', 'TDmin_186', 'TD_206', 'TD_186', 'TDmin_98', 'TDmax_206', 'TD_98', 'TDmax_186', 'TDmax_98', 'TDmin_11', 'TD_11', 'TDmax_29', 'TD_29', 'TDmin_10', 'TDmin_29', 'TDmax_11', 'TD_10', 'TDmax_10', 'TDmin_353', 'TD_353', 'TDmax_353', 'TDmin_13', 'TD_13', 'TDmax_13', 'TDmin_355', 'TD_355', 'TDmax_355', 'TDmax_65', 'TD_65', 'TDmin_65', 'TDmin_349', 'TDmin_211', 'TD_349', 'TD_211', 'TDmax_349', 'TDmax_211', 'TDmax_271', 'TD_271', 'TDmin_271', 'TDmax_228', 'TDmin_228', 'TD_228', 'TDmin_59', 'TD_59', 'TDmax_59', 'TDmin_33', 'TDmin_64', 'TD_64', 'TDmax_64', 'TD_33', 'TDmax_33', 'TDmin_232', 'TD_232', 'TDmax_232', 'TDmax_36', 'TD_36', 'TDmin_36']]",1.2349448016512548
0,0.0,100,"ElasticNet(alpha=1.0, copy_X=True, fit_intercept=True, l1_ratio=0.5,
      max_iter=1000, normalize=False, positive=False, precompute=False,
      random_state=None, selection='cyclic', tol=0.0001, warm_start=False)","[['TDmin_227', 'TDmin_350', 'TD_350', 'TDmax_350', 'TDmin_224', 'TDmax_28', 'TDmin_236', 'TD_28', 'TD_224', 'TDmin_58', 'TDmin_28', 'TDmax_224', 'TD_236', 'TD_58', 'TDmax_236', 'TDmax_58', 'TDmin_8', 'TD_8', 'TDmax_8', 'TDmin_16', 'TDmax_348', 'TD_16', 'TD_348', 'TDmin_210', 'TDmin_348', 'TDmax_16', 'TDmin_2', 'TD_210', 'TD_2', 'TDmax_210', 'TDmin_202', 'TDmax_2', 'TD_202', 'TDmax_202', 'TDmin_207', 'TD_207', 'TDmax_207', 'TDmin_112', 'TD_112', 'TDmax_112', 'TDmin_218', 'TD_218', 'TDmin_206', 'TDmax_218', 'TDmin_186', 'TD_206', 'TD_186', 'TDmin_98', 'TDmax_206', 'TD_98', 'TDmax_186', 'TDmax_98', 'TDmin_11', 'TD_11', 'TDmax_29', 'TD_29', 'TDmin_10', 'TDmin_29', 'TDmax_11', 'TD_10', 'TDmax_10', 'TDmin_353', 'TD_353', 'TDmax_353', 'TDmin_13', 'TD_13', 'TDmax_13', 'TDmin_355', 'TD_355', 'TDmax_355', 'TDmax_65', 'TD_65', 'TDmin_65', 'TDmin_349', 'TDmin_211', 'TD_349', 'TD_211', 'TDmax_349', 'TDmax_211', 'TDmax_271', 'TD_271', 'TDmin_271', 'TDmax_228', 'TDmin_228', 'TD_228', 'TDmin_59', 'TD_59', 'TDmax_59', 'TDmin_33', 'TDmin_64', 'TD_64', 'TDmax_64', 'TD_33', 'TDmax_33', 'TDmin_232', 'TD_232', 'TDmax_232', 'TDmax_36', 'TD_36', 'TDmin_36']]",1.2273317826669903
0,0.0,100,"SVR(C=1.0, cache_size=200, coef0=0.0, degree=3, epsilon=0.1,
  gamma='auto_deprecated', kernel='rbf', max_iter=-1, shrinking=True,
  tol=0.001, verbose=False)","[['TDmin_227', 'TDmin_350', 'TD_350', 'TDmax_350', 'TDmin_224', 'TDmax_28', 'TDmin_236', 'TD_28', 'TD_224', 'TDmin_58', 'TDmin_28', 'TDmax_224', 'TD_236', 'TD_58', 'TDmax_236', 'TDmax_58', 'TDmin_8', 'TD_8', 'TDmax_8', 'TDmin_16', 'TDmax_348', 'TD_16', 'TD_348', 'TDmin_210', 'TDmin_348', 'TDmax_16', 'TDmin_2', 'TD_210', 'TD_2', 'TDmax_210', 'TDmin_202', 'TDmax_2', 'TD_202', 'TDmax_202', 'TDmin_207', 'TD_207', 'TDmax_207', 'TDmin_112', 'TD_112', 'TDmax_112', 'TDmin_218', 'TD_218', 'TDmin_206', 'TDmax_218', 'TDmin_186', 'TD_206', 'TD_186', 'TDmin_98', 'TDmax_206', 'TD_98', 'TDmax_186', 'TDmax_98', 'TDmin_11', 'TD_11', 'TDmax_29', 'TD_29', 'TDmin_10', 'TDmin_29', 'TDmax_11', 'TD_10', 'TDmax_10', 'TDmin_353', 'TD_353', 'TDmax_353', 'TDmin_13', 'TD_13', 'TDmax_13', 'TDmin_355', 'TD_355', 'TDmax_355', 'TDmax_65', 'TD_65', 'TDmin_65', 'TDmin_349', 'TDmin_211', 'TD_349', 'TD_211', 'TDmax_349', 'TDmax_211', 'TDmax_271', 'TD_271', 'TDmin_271', 'TDmax_228', 'TDmin_228', 'TD_228', 'TDmin_59', 'TD_59', 'TDmax_59', 'TDmin_33', 'TDmin_64', 'TD_64', 'TDmax_64', 'TD_33', 'TDmax_33', 'TDmin_232', 'TD_232', 'TDmax_232', 'TDmax_36', 'TD_36', 'TDmin_36']]",2.5432438858398294
0,0.0,100,"MLPRegressor(activation='relu', alpha=0.0001, batch_size='auto', beta_1=0.9,
       beta_2=0.999, early_stopping=False, epsilon=1e-08,
       hidden_layer_sizes=(100,), learning_rate='constant',
       learning_rate_init=0.001, max_iter=200, momentum=0.9,
       n_iter_no_change=10, nesterovs_momentum=True, power_t=0.5,
       random_state=None, shuffle=True, solver='adam', tol=0.0001,
       validation_fraction=0.1, verbose=False, warm_start=False)","[['TDmin_227', 'TDmin_350', 'TD_350', 'TDmax_350', 'TDmin_224', 'TDmax_28', 'TDmin_236', 'TD_28', 'TD_224', 'TDmin_58', 'TDmin_28', 'TDmax_224', 'TD_236', 'TD_58', 'TDmax_236', 'TDmax_58', 'TDmin_8', 'TD_8', 'TDmax_8', 'TDmin_16', 'TDmax_348', 'TD_16', 'TD_348', 'TDmin_210', 'TDmin_348', 'TDmax_16', 'TDmin_2', 'TD_210', 'TD_2', 'TDmax_210', 'TDmin_202', 'TDmax_2', 'TD_202', 'TDmax_202', 'TDmin_207', 'TD_207', 'TDmax_207', 'TDmin_112', 'TD_112', 'TDmax_112', 'TDmin_218', 'TD_218', 'TDmin_206', 'TDmax_218', 'TDmin_186', 'TD_206', 'TD_186', 'TDmin_98', 'TDmax_206', 'TD_98', 'TDmax_186', 'TDmax_98', 'TDmin_11', 'TD_11', 'TDmax_29', 'TD_29', 'TDmin_10', 'TDmin_29', 'TDmax_11', 'TD_10', 'TDmax_10', 'TDmin_353', 'TD_353', 'TDmax_353', 'TDmin_13', 'TD_13', 'TDmax_13', 'TDmin_355', 'TD_355', 'TDmax_355', 'TDmax_65', 'TD_65', 'TDmin_65', 'TDmin_349', 'TDmin_211', 'TD_349', 'TD_211', 'TDmax_349', 'TDmax_211', 'TDmax_271', 'TD_271', 'TDmin_271', 'TDmax_228', 'TDmin_228', 'TD_228', 'TDmin_59', 'TD_59', 'TDmax_59', 'TDmin_33', 'TDmin_64', 'TD_64', 'TDmax_64', 'TD_33', 'TDmax_33', 'TDmin_232', 'TD_232', 'TDmax_232', 'TDmax_36', 'TD_36', 'TDmin_36']]",1.3416841323966395
0,0.0,100,"RandomForestRegressor(bootstrap=True, criterion='mse', max_depth=None,
           max_features='auto', max_leaf_nodes=None,
           min_impurity_decrease=0.0, min_impurity_split=None,
           min_samples_leaf=1, min_samples_split=2,
           min_weight_fraction_leaf=0.0, n_estimators=10, n_jobs=None,
           oob_score=False, random_state=None, verbose=0, warm_start=False)","[['TDmin_227', 'TDmin_350', 'TD_350', 'TDmax_350', 'TDmin_224', 'TDmax_28', 'TDmin_236', 'TD_28', 'TD_224', 'TDmin_58', 'TDmin_28', 'TDmax_224', 'TD_236', 'TD_58', 'TDmax_236', 'TDmax_58', 'TDmin_8', 'TD_8', 'TDmax_8', 'TDmin_16', 'TDmax_348', 'TD_16', 'TD_348', 'TDmin_210', 'TDmin_348', 'TDmax_16', 'TDmin_2', 'TD_210', 'TD_2', 'TDmax_210', 'TDmin_202', 'TDmax_2', 'TD_202', 'TDmax_202', 'TDmin_207', 'TD_207', 'TDmax_207', 'TDmin_112', 'TD_112', 'TDmax_112', 'TDmin_218', 'TD_218', 'TDmin_206', 'TDmax_218', 'TDmin_186', 'TD_206', 'TD_186', 'TDmin_98', 'TDmax_206', 'TD_98', 'TDmax_186', 'TDmax_98', 'TDmin_11', 'TD_11', 'TDmax_29', 'TD_29', 'TDmin_10', 'TDmin_29', 'TDmax_11', 'TD_10', 'TDmax_10', 'TDmin_353', 'TD_353', 'TDmax_353', 'TDmin_13', 'TD_13', 'TDmax_13', 'TDmin_355', 'TD_355', 'TDmax_355', 'TDmax_65', 'TD_65', 'TDmin_65', 'TDmin_349', 'TDmin_211', 'TD_349', 'TD_211', 'TDmax_349', 'TDmax_211', 'TDmax_271', 'TD_271', 'TDmin_271', 'TDmax_228', 'TDmin_228', 'TD_228', 'TDmin_59', 'TD_59', 'TDmax_59', 'TDmin_33', 'TDmin_64', 'TD_64', 'TDmax_64', 'TD_33', 'TDmax_33', 'TDmin_232', 'TD_232', 'TDmax_232', 'TDmax_36', 'TD_36', 'TDmin_36']]",1.256776150306455
0,0.1,5,"Ridge(alpha=1.0, copy_X=True, fit_intercept=True, max_iter=None,
   normalize=False, random_state=None, solver='auto', tol=0.001)","[['TD_232', 'TDmax_232', 'TDmax_36', 'TD_36', 'TDmin_36']]",1.2058747496982352
0,0.1,5,"Lasso(alpha=1.0, copy_X=True, fit_intercept=True, max_iter=1000,
   normalize=False, positive=False, precompute=False, random_state=None,
   selection='cyclic', tol=0.0001, warm_start=False)","[['TD_232', 'TDmax_232', 'TDmax_36', 'TD_36', 'TDmin_36']]",1.2346898012534704
0,0.1,5,"ElasticNet(alpha=1.0, copy_X=True, fit_intercept=True, l1_ratio=0.5,
      max_iter=1000, normalize=False, positive=False, precompute=False,
      random_state=None, selection='cyclic', tol=0.0001, warm_start=False)","[['TD_232', 'TDmax_232', 'TDmax_36', 'TD_36', 'TDmin_36']]",1.227338144712789
0,0.1,5,"SVR(C=1.0, cache_size=200, coef0=0.0, degree=3, epsilon=0.1,
  gamma='auto_deprecated', kernel='rbf', max_iter=-1, shrinking=True,
  tol=0.001, verbose=False)","[['TD_232', 'TDmax_232', 'TDmax_36', 'TD_36', 'TDmin_36']]",1.4508258154587765
0,0.1,5,"MLPRegressor(activation='relu', alpha=0.0001, batch_size='auto', beta_1=0.9,
       beta_2=0.999, early_stopping=False, epsilon=1e-08,
       hidden_layer_sizes=(100,), learning_rate='constant',
       learning_rate_init=0.001, max_iter=200, momentum=0.9,
       n_iter_no_change=10, nesterovs_momentum=True, power_t=0.5,
       random_state=None, shuffle=True, solver='adam', tol=0.0001,
       validation_fraction=0.1, verbose=False, warm_start=False)","[['TD_232', 'TDmax_232', 'TDmax_36', 'TD_36', 'TDmin_36']]",1.2164623060710533
0,0.1,5,"RandomForestRegressor(bootstrap=True, criterion='mse', max_depth=None,
           max_features='auto', max_leaf_nodes=None,
           min_impurity_decrease=0.0, min_impurity_split=None,
           min_samples_leaf=1, min_samples_split=2,
           min_weight_fraction_leaf=0.0, n_estimators=10, n_jobs=None,
           oob_score=False, random_state=None, verbose=0, warm_start=False)","[['TD_232', 'TDmax_232', 'TDmax_36', 'TD_36', 'TDmin_36']]",1.3944932131038028
0,0.1,20,"Ridge(alpha=1.0, copy_X=True, fit_intercept=True, max_iter=None,
   normalize=False, random_state=None, solver='auto', tol=0.001)","[['TD_271', 'TDmin_271', 'TDmax_228', 'TDmin_228', 'TD_228', 'TDmin_59', 'TD_59', 'TDmax_59', 'TDmin_33', 'TDmin_64', 'TD_64', 'TDmax_64', 'TD_33', 'TDmax_33', 'TDmin_232', 'TD_232', 'TDmax_232', 'TDmax_36', 'TD_36', 'TDmin_36']]",1.1985723220174198
0,0.1,20,"Lasso(alpha=1.0, copy_X=True, fit_intercept=True, max_iter=1000,
   normalize=False, positive=False, precompute=False, random_state=None,
   selection='cyclic', tol=0.0001, warm_start=False)","[['TD_271', 'TDmin_271', 'TDmax_228', 'TDmin_228', 'TD_228', 'TDmin_59', 'TD_59', 'TDmax_59', 'TDmin_33', 'TDmin_64', 'TD_64', 'TDmax_64', 'TD_33', 'TDmax_33', 'TDmin_232', 'TD_232', 'TDmax_232', 'TDmax_36', 'TD_36', 'TDmin_36']]",1.253013035885815
0,0.1,20,"ElasticNet(alpha=1.0, copy_X=True, fit_intercept=True, l1_ratio=0.5,
      max_iter=1000, normalize=False, positive=False, precompute=False,
      random_state=None, selection='cyclic', tol=0.0001, warm_start=False)","[['TD_271', 'TDmin_271', 'TDmax_228', 'TDmin_228', 'TD_228', 'TDmin_59', 'TD_59', 'TDmax_59', 'TDmin_33', 'TDmin_64', 'TD_64', 'TDmax_64', 'TD_33', 'TDmax_33', 'TDmin_232', 'TD_232', 'TDmax_232', 'TDmax_36', 'TD_36', 'TDmin_36']]",1.243573549105411
0,0.1,20,"SVR(C=1.0, cache_size=200, coef0=0.0, degree=3, epsilon=0.1,
  gamma='auto_deprecated', kernel='rbf', max_iter=-1, shrinking=True,
  tol=0.001, verbose=False)","[['TD_271', 'TDmin_271', 'TDmax_228', 'TDmin_228', 'TD_228', 'TDmin_59', 'TD_59', 'TDmax_59', 'TDmin_33', 'TDmin_64', 'TD_64', 'TDmax_64', 'TD_33', 'TDmax_33', 'TDmin_232', 'TD_232', 'TDmax_232', 'TDmax_36', 'TD_36', 'TDmin_36']]",1.8288401567592867
0,0.1,20,"MLPRegressor(activation='relu', alpha=0.0001, batch_size='auto', beta_1=0.9,
       beta_2=0.999, early_stopping=False, epsilon=1e-08,
       hidden_layer_sizes=(100,), learning_rate='constant',
       learning_rate_init=0.001, max_iter=200, momentum=0.9,
       n_iter_no_change=10, nesterovs_momentum=True, power_t=0.5,
       random_state=None, shuffle=True, solver='adam', tol=0.0001,
       validation_fraction=0.1, verbose=False, warm_start=False)","[['TD_271', 'TDmin_271', 'TDmax_228', 'TDmin_228', 'TD_228', 'TDmin_59', 'TD_59', 'TDmax_59', 'TDmin_33', 'TDmin_64', 'TD_64', 'TDmax_64', 'TD_33', 'TDmax_33', 'TDmin_232', 'TD_232', 'TDmax_232', 'TDmax_36', 'TD_36', 'TDmin_36']]",1.2405109939619425
0,0.1,20,"RandomForestRegressor(bootstrap=True, criterion='mse', max_depth=None,
           max_features='auto', max_leaf_nodes=None,
           min_impurity_decrease=0.0, min_impurity_split=None,
           min_samples_leaf=1, min_samples_split=2,
           min_weight_fraction_leaf=0.0, n_estimators=10, n_jobs=None,
           oob_score=False, random_state=None, verbose=0, warm_start=False)","[['TD_271', 'TDmin_271', 'TDmax_228', 'TDmin_228', 'TD_228', 'TDmin_59', 'TD_59', 'TDmax_59', 'TDmin_33', 'TDmin_64', 'TD_64', 'TDmax_64', 'TD_33', 'TDmax_33', 'TDmin_232', 'TD_232', 'TDmax_232', 'TDmax_36', 'TD_36', 'TDmin_36']]",1.3300190160590477
0,0.1,40,"Ridge(alpha=1.0, copy_X=True, fit_intercept=True, max_iter=None,
   normalize=False, random_state=None, solver='auto', tol=0.001)","[['TDmax_10', 'TDmin_353', 'TD_353', 'TDmax_353', 'TDmin_13', 'TD_13', 'TDmax_13', 'TDmin_355', 'TD_355', 'TDmax_355', 'TDmax_65', 'TD_65', 'TDmin_65', 'TDmin_349', 'TDmin_211', 'TD_349', 'TD_211', 'TDmax_349', 'TDmax_211', 'TDmax_271', 'TD_271', 'TDmin_271', 'TDmax_228', 'TDmin_228', 'TD_228', 'TDmin_59', 'TD_59', 'TDmax_59', 'TDmin_33', 'TDmin_64', 'TD_64', 'TDmax_64', 'TD_33', 'TDmax_33', 'TDmin_232', 'TD_232', 'TDmax_232', 'TDmax_36', 'TD_36', 'TDmin_36']]",1.1662911841230497
0,0.1,40,"Lasso(alpha=1.0, copy_X=True, fit_intercept=True, max_iter=1000,
   normalize=False, positive=False, precompute=False, random_state=None,
   selection='cyclic', tol=0.0001, warm_start=False)","[['TDmax_10', 'TDmin_353', 'TD_353', 'TDmax_353', 'TDmin_13', 'TD_13', 'TDmax_13', 'TDmin_355', 'TD_355', 'TDmax_355', 'TDmax_65', 'TD_65', 'TDmin_65', 'TDmin_349', 'TDmin_211', 'TD_349', 'TD_211', 'TDmax_349', 'TDmax_211', 'TDmax_271', 'TD_271', 'TDmin_271', 'TDmax_228', 'TDmin_228', 'TD_228', 'TDmin_59', 'TD_59', 'TDmax_59', 'TDmin_33', 'TDmin_64', 'TD_64', 'TDmax_64', 'TD_33', 'TDmax_33', 'TDmin_232', 'TD_232', 'TDmax_232', 'TDmax_36', 'TD_36', 'TDmin_36']]",1.2347538134473446
0,0.1,40,"ElasticNet(alpha=1.0, copy_X=True, fit_intercept=True, l1_ratio=0.5,
      max_iter=1000, normalize=False, positive=False, precompute=False,
      random_state=None, selection='cyclic', tol=0.0001, warm_start=False)","[['TDmax_10', 'TDmin_353', 'TD_353', 'TDmax_353', 'TDmin_13', 'TD_13', 'TDmax_13', 'TDmin_355', 'TD_355', 'TDmax_355', 'TDmax_65', 'TD_65', 'TDmin_65', 'TDmin_349', 'TDmin_211', 'TD_349', 'TD_211', 'TDmax_349', 'TDmax_211', 'TDmax_271', 'TD_271', 'TDmin_271', 'TDmax_228', 'TDmin_228', 'TD_228', 'TDmin_59', 'TD_59', 'TDmax_59', 'TDmin_33', 'TDmin_64', 'TD_64', 'TDmax_64', 'TD_33', 'TDmax_33', 'TDmin_232', 'TD_232', 'TDmax_232', 'TDmax_36', 'TD_36', 'TDmin_36']]",1.2279402499434855
0,0.1,40,"SVR(C=1.0, cache_size=200, coef0=0.0, degree=3, epsilon=0.1,
  gamma='auto_deprecated', kernel='rbf', max_iter=-1, shrinking=True,
  tol=0.001, verbose=False)","[['TDmax_10', 'TDmin_353', 'TD_353', 'TDmax_353', 'TDmin_13', 'TD_13', 'TDmax_13', 'TDmin_355', 'TD_355', 'TDmax_355', 'TDmax_65', 'TD_65', 'TDmin_65', 'TDmin_349', 'TDmin_211', 'TD_349', 'TD_211', 'TDmax_349', 'TDmax_211', 'TDmax_271', 'TD_271', 'TDmin_271', 'TDmax_228', 'TDmin_228', 'TD_228', 'TDmin_59', 'TD_59', 'TDmax_59', 'TDmin_33', 'TDmin_64', 'TD_64', 'TDmax_64', 'TD_33', 'TDmax_33', 'TDmin_232', 'TD_232', 'TDmax_232', 'TDmax_36', 'TD_36', 'TDmin_36']]",2.095435533048357
0,0.1,40,"MLPRegressor(activation='relu', alpha=0.0001, batch_size='auto', beta_1=0.9,
       beta_2=0.999, early_stopping=False, epsilon=1e-08,
       hidden_layer_sizes=(100,), learning_rate='constant',
       learning_rate_init=0.001, max_iter=200, momentum=0.9,
       n_iter_no_change=10, nesterovs_momentum=True, power_t=0.5,
       random_state=None, shuffle=True, solver='adam', tol=0.0001,
       validation_fraction=0.1, verbose=False, warm_start=False)","[['TDmax_10', 'TDmin_353', 'TD_353', 'TDmax_353', 'TDmin_13', 'TD_13', 'TDmax_13', 'TDmin_355', 'TD_355', 'TDmax_355', 'TDmax_65', 'TD_65', 'TDmin_65', 'TDmin_349', 'TDmin_211', 'TD_349', 'TD_211', 'TDmax_349', 'TDmax_211', 'TDmax_271', 'TD_271', 'TDmin_271', 'TDmax_228', 'TDmin_228', 'TD_228', 'TDmin_59', 'TD_59', 'TDmax_59', 'TDmin_33', 'TDmin_64', 'TD_64', 'TDmax_64', 'TD_33', 'TDmax_33', 'TDmin_232', 'TD_232', 'TDmax_232', 'TDmax_36', 'TD_36', 'TDmin_36']]",1.3037420772190296
0,0.1,40,"RandomForestRegressor(bootstrap=True, criterion='mse', max_depth=None,
           max_features='auto', max_leaf_nodes=None,
           min_impurity_decrease=0.0, min_impurity_split=None,
           min_samples_leaf=1, min_samples_split=2,
           min_weight_fraction_leaf=0.0, n_estimators=10, n_jobs=None,
           oob_score=False, random_state=None, verbose=0, warm_start=False)","[['TDmax_10', 'TDmin_353', 'TD_353', 'TDmax_353', 'TDmin_13', 'TD_13', 'TDmax_13', 'TDmin_355', 'TD_355', 'TDmax_355', 'TDmax_65', 'TD_65', 'TDmin_65', 'TDmin_349', 'TDmin_211', 'TD_349', 'TD_211', 'TDmax_349', 'TDmax_211', 'TDmax_271', 'TD_271', 'TDmin_271', 'TDmax_228', 'TDmin_228', 'TD_228', 'TDmin_59', 'TD_59', 'TDmax_59', 'TDmin_33', 'TDmin_64', 'TD_64', 'TDmax_64', 'TD_33', 'TDmax_33', 'TDmin_232', 'TD_232', 'TDmax_232', 'TDmax_36', 'TD_36', 'TDmin_36']]",1.3039271973580988
0,0.1,60,"Ridge(alpha=1.0, copy_X=True, fit_intercept=True, max_iter=None,
   normalize=False, random_state=None, solver='auto', tol=0.001)","[['TDmin_218', 'TD_218', 'TDmin_206', 'TDmax_218', 'TDmin_186', 'TD_206', 'TD_186', 'TDmin_98', 'TDmax_206', 'TD_98', 'TDmax_186', 'TDmax_98', 'TDmin_11', 'TD_11', 'TDmax_29', 'TD_29', 'TDmin_10', 'TDmin_29', 'TDmax_11', 'TD_10', 'TDmax_10', 'TDmin_353', 'TD_353', 'TDmax_353', 'TDmin_13', 'TD_13', 'TDmax_13', 'TDmin_355', 'TD_355', 'TDmax_355', 'TDmax_65', 'TD_65', 'TDmin_65', 'TDmin_349', 'TDmin_211', 'TD_349', 'TD_211', 'TDmax_349', 'TDmax_211', 'TDmax_271', 'TD_271', 'TDmin_271', 'TDmax_228', 'TDmin_228', 'TD_228', 'TDmin_59', 'TD_59', 'TDmax_59', 'TDmin_33', 'TDmin_64', 'TD_64', 'TDmax_64', 'TD_33', 'TDmax_33', 'TDmin_232', 'TD_232', 'TDmax_232', 'TDmax_36', 'TD_36', 'TDmin_36']]",1.1797977841630614
0,0.1,60,"Lasso(alpha=1.0, copy_X=True, fit_intercept=True, max_iter=1000,
   normalize=False, positive=False, precompute=False, random_state=None,
   selection='cyclic', tol=0.0001, warm_start=False)","[['TDmin_218', 'TD_218', 'TDmin_206', 'TDmax_218', 'TDmin_186', 'TD_206', 'TD_186', 'TDmin_98', 'TDmax_206', 'TD_98', 'TDmax_186', 'TDmax_98', 'TDmin_11', 'TD_11', 'TDmax_29', 'TD_29', 'TDmin_10', 'TDmin_29', 'TDmax_11', 'TD_10', 'TDmax_10', 'TDmin_353', 'TD_353', 'TDmax_353', 'TDmin_13', 'TD_13', 'TDmax_13', 'TDmin_355', 'TD_355', 'TDmax_355', 'TDmax_65', 'TD_65', 'TDmin_65', 'TDmin_349', 'TDmin_211', 'TD_349', 'TD_211', 'TDmax_349', 'TDmax_211', 'TDmax_271', 'TD_271', 'TDmin_271', 'TDmax_228', 'TDmin_228', 'TD_228', 'TDmin_59', 'TD_59', 'TDmax_59', 'TDmin_33', 'TDmin_64', 'TD_64', 'TDmax_64', 'TD_33', 'TDmax_33', 'TDmin_232', 'TD_232', 'TDmax_232', 'TDmax_36', 'TD_36', 'TDmin_36']]",1.2383317714323976
